trip_id,load_id,driver_id,truck_id,trailer_id,dispatch_date,actual_distance_miles,actual_duration_hours,fuel_gallons_used,average_mpg,idle_time_hours,trip_status
TRIP00062804,LOAD00062804,DRV00077,TRK00079,TRL00167,2024-03-18,476,8.3,74.6,6.38,9.4,Completed
TRIP00062805,LOAD00062805,DRV00099,TRK00061,TRL00050,2024-03-18,273,4.4,40.4,6.76,2.3,Completed
TRIP00062806,LOAD00062806,DRV00051,TRK00069,TRL00095,2024-03-18,694,11.9,103.0,6.74,3.4,Completed
TRIP00062807,LOAD00062807,DRV00038,TRK00015,TRL00083,2024-03-18,721,14.0,114.6,6.29,10.9,Completed
TRIP00062808,LOAD00062808,DRV00099,TRK00098,TRL00110,2024-03-18,2779,42.9,390.3,7.12,11.3,Completed
TRIP00062809,LOAD00062809,DRV00029,TRK00019,TRL00098,2024-03-18,2651,51.7,371.8,7.13,3.6,Completed
TRIP00062810,LOAD00062810,DRV00103,TRK00044,TRL00024,2024-03-18,1958,36.2,274.6,7.13,7.5,Completed
TRIP00062811,LOAD00062811,DRV00083,TRK00039,TRL00123,2024-03-18,674,10.7,104.0,6.48,11.3,Completed
TRIP00062812,LOAD00062812,DRV00128,TRK00080,TRL00038,2024-03-18,685,13.6,101.9,6.72,2.6,Completed
TRIP00062813,LOAD00062813,DRV00065,TRK00007,TRL00123,2024-03-18,1749,31.4,256.1,6.83,4.2,Completed
TRIP00062814,LOAD00062814,DRV00147,TRK00063,TRL00018,2024-03-18,274,4.5,46.8,5.85,10.5,Completed
TRIP00062815,LOAD00062815,DRV00024,TRK00018,TRL00137,2024-03-18,983,15.3,142.9,6.88,7.6,Completed
TRIP00062816,LOAD00062816,DRV00078,TRK00120,TRL00029,2024-03-18,2169,34.1,334.7,6.48,10.6,Completed
TRIP00062817,LOAD00062817,DRV00032,TRK00045,TRL00031,2024-03-18,706,12.2,120.5,5.86,8.3,Completed
TRIP00062818,LOAD00062818,DRV00100,TRK00113,TRL00166,2024-03-18,678,13.0,105.1,6.45,9.2,Completed
TRIP00062819,LOAD00062819,DRV00126,TRK00052,TRL00035,2024-03-18,1659,29.9,263.8,6.29,11.3,Completed
TRIP00062820,LOAD00062820,DRV00117,TRK00009,TRL00162,2024-03-18,2629,52.5,374.0,7.03,11.8,Completed
TRIP00062821,LOAD00062821,DRV00017,TRK00080,TRL00030,2024-03-18,623,11.5,94.0,6.63,7.0,Completed
TRIP00062822,LOAD00062822,,TRK00044,TRL00119,2024-03-18,90,1.7,12.8,7.05,4.5,Completed
TRIP00062823,LOAD00062823,DRV00032,TRK00079,TRL00049,2024-03-18,175,3.3,23.5,7.46,2.4,Completed
TRIP00062824,LOAD00062824,DRV00143,TRK00025,TRL00164,2024-03-18,167,3.0,27.9,5.99,4.0,Completed
TRIP00062825,LOAD00062825,DRV00069,TRK00057,TRL00142,2024-03-18,683,12.0,98.6,6.93,3.3,Completed
TRIP00062826,LOAD00062826,DRV00109,TRK00045,TRL00155,2024-03-18,548,9.3,75.4,7.27,5.4,Completed
TRIP00062827,LOAD00062827,DRV00063,TRK00010,TRL00099,2024-03-18,2671,46.9,398.7,6.7,7.5,Completed
TRIP00062828,LOAD00062828,DRV00141,TRK00012,TRL00098,2024-03-18,750,13.5,113.3,6.62,6.9,Completed
TRIP00062829,LOAD00062829,DRV00009,,TRL00173,2024-03-18,1351,22.0,230.9,5.85,10.3,Completed
TRIP00062830,LOAD00062830,DRV00069,TRK00051,TRL00174,2024-03-18,519,9.2,81.3,6.38,7.7,Completed
TRIP00062831,LOAD00062831,DRV00085,TRK00074,TRL00169,2024-03-18,2428,45.7,436.7,5.56,6.1,Completed
TRIP00062832,LOAD00062832,DRV00022,TRK00098,TRL00039,2024-03-18,2168,41.4,346.3,6.26,7.3,Completed
TRIP00062833,LOAD00062833,DRV00132,TRK00070,TRL00022,2024-03-18,715,12.5,104.4,6.85,9.4,Completed
TRIP00062834,LOAD00062834,DRV00134,TRK00023,TRL00052,2024-03-18,868,16.8,128.8,6.74,7.3,Completed
TRIP00062835,LOAD00062835,DRV00095,TRK00074,TRL00150,2024-03-18,2102,37.5,285.2,7.37,8.1,Completed
TRIP00062836,LOAD00062836,DRV00023,TRK00019,TRL00080,2024-03-18,825,16.2,120.3,6.86,11.7,Completed
TRIP00062837,LOAD00062837,DRV00001,TRK00072,TRL00054,2024-03-18,1767,27.4,293.0,6.03,7.0,Completed
TRIP00062838,LOAD00062838,DRV00101,TRK00078,,2024-03-18,2456,47.1,340.6,7.21,10.0,Completed
TRIP00062839,LOAD00062839,DRV00138,TRK00011,TRL00146,2024-03-18,2360,38.2,380.6,6.2,5.9,Completed
TRIP00062840,LOAD00062840,DRV00066,TRK00068,TRL00095,2024-03-18,1082,20.1,152.6,7.09,3.9,Completed
TRIP00062841,LOAD00062841,DRV00133,TRK00010,TRL00091,2024-03-18,1800,31.0,287.1,6.27,4.5,Completed
TRIP00062842,LOAD00062842,DRV00105,TRK00044,TRL00150,2024-03-18,918,16.4,146.4,6.27,4.4,Completed
TRIP00062843,LOAD00062843,DRV00133,TRK00065,TRL00158,2024-03-18,1904,32.4,298.0,6.39,7.8,Completed
TRIP00062844,LOAD00062844,DRV00114,TRK00008,TRL00169,2024-03-18,2511,41.8,393.0,6.39,2.1,Completed
TRIP00062845,LOAD00062845,DRV00105,,TRL00075,2024-03-18,1732,33.4,311.0,5.57,8.6,Completed
TRIP00062846,LOAD00062846,DRV00066,TRK00015,TRL00060,2024-03-18,1574,30.8,230.1,6.84,3.7,Completed
TRIP00062847,LOAD00062847,DRV00120,TRK00107,TRL00114,2024-03-18,1295,20.6,203.9,6.35,8.9,Completed
TRIP00062848,LOAD00062848,DRV00061,TRK00103,TRL00039,2024-03-19,2392,46.3,369.1,6.48,9.4,Completed
TRIP00062849,LOAD00062849,DRV00051,TRK00049,TRL00004,2024-03-19,930,17.0,131.9,7.05,9.3,Completed
TRIP00062850,LOAD00062850,DRV00005,TRK00079,TRL00147,2024-03-19,589,11.1,87.3,6.75,8.9,Completed
TRIP00062851,LOAD00062851,DRV00126,TRK00040,TRL00011,2024-03-19,2169,40.9,340.5,6.37,3.1,Completed
TRIP00062852,LOAD00062852,DRV00123,TRK00001,TRL00127,2024-03-19,1107,21.9,169.0,6.55,7.3,Completed
TRIP00062853,LOAD00062853,DRV00045,TRK00093,TRL00006,2024-03-19,1271,21.9,186.4,6.82,10.5,Completed
TRIP00062854,LOAD00062854,DRV00102,TRK00071,TRL00151,2024-03-19,1117,21.2,169.2,6.6,11.7,Completed
TRIP00062855,LOAD00062855,DRV00001,TRK00035,TRL00138,2024-03-19,269,5.0,47.5,5.66,3.7,Completed
TRIP00062856,LOAD00062856,DRV00033,TRK00120,TRL00070,2024-03-19,2590,45.9,354.3,7.31,2.5,Completed
TRIP00062857,LOAD00062857,DRV00032,TRK00015,TRL00109,2024-03-19,2929,48.4,468.6,6.25,4.1,Completed
TRIP00062858,LOAD00062858,DRV00014,TRK00013,TRL00160,2024-03-19,3226,61.8,494.8,6.52,5.2,Completed
TRIP00062859,LOAD00062859,DRV00101,TRK00006,TRL00180,2024-03-19,669,11.6,100.9,6.63,6.7,Completed
TRIP00062860,LOAD00062860,DRV00120,TRK00068,TRL00014,2024-03-19,1848,35.5,282.1,6.55,6.3,Completed
TRIP00062861,LOAD00062861,DRV00025,TRK00038,TRL00054,2024-03-19,2669,50.7,481.8,5.54,6.0,Completed
TRIP00062862,LOAD00062862,DRV00100,TRK00101,TRL00041,2024-03-19,2014,33.1,353.3,5.7,7.3,Completed
TRIP00062863,LOAD00062863,DRV00013,TRK00106,TRL00083,2024-03-19,595,11.5,107.0,5.56,6.2,Completed
TRIP00062864,LOAD00062864,DRV00087,TRK00029,TRL00008,2024-03-19,1949,34.6,264.8,7.36,8.1,Completed
TRIP00062865,LOAD00062865,DRV00103,TRK00063,TRL00034,2024-03-19,1684,30.8,239.9,7.02,4.3,Completed
TRIP00062866,LOAD00062866,DRV00095,TRK00064,TRL00083,2024-03-19,2713,45.5,376.8,7.2,3.9,Completed
TRIP00062867,LOAD00062867,DRV00013,TRK00054,TRL00114,2024-03-19,3172,49.3,465.1,6.82,8.1,Completed
TRIP00062868,LOAD00062868,,TRK00065,TRL00178,2024-03-19,2161,34.8,340.3,6.35,10.1,Completed
TRIP00062869,LOAD00062869,DRV00102,TRK00065,TRL00140,2024-03-19,704,10.9,120.1,5.86,8.7,Completed
TRIP00062870,LOAD00062870,DRV00078,TRK00095,TRL00134,2024-03-19,1259,20.3,200.8,6.27,10.3,Completed
TRIP00062871,LOAD00062871,DRV00014,TRK00006,TRL00097,2024-03-19,681,13.4,117.8,5.78,9.7,Completed
TRIP00062872,LOAD00062872,DRV00108,,TRL00165,2024-03-19,749,14.4,112.1,6.68,2.4,Completed
TRIP00062873,LOAD00062873,DRV00051,TRK00080,TRL00090,2024-03-19,640,11.8,112.5,5.69,10.7,Completed
TRIP00062874,LOAD00062874,DRV00103,TRK00091,TRL00104,2024-03-19,1300,23.9,175.4,7.41,8.0,Completed
TRIP00062875,LOAD00062875,DRV00133,TRK00048,TRL00060,2024-03-19,1965,37.1,324.3,6.06,9.5,Completed
TRIP00062876,LOAD00062876,DRV00032,TRK00115,TRL00072,2024-03-19,1736,30.3,291.3,5.96,8.5,Completed
TRIP00062877,LOAD00062877,DRV00015,TRK00083,TRL00145,2024-03-19,670,10.4,102.6,6.53,3.1,Completed
TRIP00062878,LOAD00062878,DRV00005,TRK00001,TRL00028,2024-03-19,177,2.8,30.2,5.86,10.1,Completed
TRIP00062879,LOAD00062879,,TRK00012,TRL00112,2024-03-19,1786,34.0,259.2,6.89,4.9,Completed
TRIP00062880,LOAD00062880,DRV00029,TRK00086,TRL00076,2024-03-19,2089,36.8,353.5,5.91,2.7,Completed
TRIP00062881,LOAD00062881,DRV00150,TRK00052,TRL00028,2024-03-19,2229,34.8,298.4,7.47,4.4,Completed
TRIP00062882,LOAD00062882,DRV00010,TRK00024,TRL00094,2024-03-19,2244,37.7,314.3,7.14,7.2,Completed
TRIP00062883,LOAD00062883,DRV00054,TRK00057,TRL00096,2024-03-19,2068,40.1,313.3,6.6,2.7,Completed
TRIP00062884,LOAD00062884,DRV00133,TRK00014,TRL00122,2024-03-19,2077,36.5,360.6,5.76,4.5,Completed
TRIP00062885,LOAD00062885,DRV00037,TRK00045,TRL00122,2024-03-19,473,8.7,75.0,6.31,6.8,Completed
TRIP00062886,LOAD00062886,DRV00035,TRK00054,TRL00055,2024-03-19,2179,42.4,323.8,6.73,6.6,Completed
TRIP00062887,LOAD00062887,DRV00149,TRK00111,TRL00132,2024-03-19,715,11.0,125.7,5.69,8.8,Completed
TRIP00062888,LOAD00062888,DRV00051,TRK00025,TRL00130,2024-03-19,2290,42.5,368.8,6.21,9.8,Completed
TRIP00062889,LOAD00062889,DRV00029,TRK00076,TRL00027,2024-03-19,1197,18.9,198.5,6.03,4.2,Completed
TRIP00062890,LOAD00062890,DRV00056,TRK00074,TRL00027,2024-03-19,1205,18.6,174.9,6.89,11.5,Completed
TRIP00062891,LOAD00062891,DRV00018,TRK00033,TRL00014,2024-03-19,1217,20.8,189.9,6.41,2.2,Completed
TRIP00062892,LOAD00062892,,TRK00059,TRL00068,2024-03-19,583,10.3,105.2,5.54,11.8,Completed
TRIP00062893,LOAD00062893,DRV00019,TRK00030,TRL00162,2024-03-19,525,9.9,87.9,5.97,9.5,Completed
TRIP00062894,LOAD00062894,DRV00083,TRK00071,TRL00046,2024-03-19,1222,23.1,206.1,5.93,4.2,Completed
TRIP00062895,LOAD00062895,DRV00104,TRK00105,TRL00105,2024-03-19,748,12.4,119.5,6.26,9.1,Completed
TRIP00062896,LOAD00062896,DRV00037,TRK00006,TRL00095,2024-03-19,673,10.8,98.2,6.85,4.5,Completed
TRIP00062897,LOAD00062897,DRV00051,TRK00067,TRL00128,2024-03-19,502,9.3,76.9,6.53,10.3,Completed
TRIP00062898,LOAD00062898,DRV00070,TRK00085,TRL00133,2024-03-19,1579,30.5,287.1,5.5,6.7,Completed
TRIP00062899,LOAD00062899,DRV00041,TRK00001,TRL00136,2024-03-19,2171,40.0,353.0,6.15,7.7,Completed
TRIP00062900,LOAD00062900,DRV00090,TRK00001,TRL00006,2024-03-19,1252,19.9,181.4,6.9,5.5,Completed
TRIP00062901,LOAD00062901,DRV00064,TRK00068,TRL00168,2024-03-19,2659,48.2,475.7,5.59,5.7,Completed
TRIP00062902,LOAD00062902,DRV00109,TRK00107,TRL00134,2024-03-19,760,12.9,136.4,5.57,2.9,Completed
TRIP00062903,LOAD00062903,DRV00011,TRK00031,TRL00091,2024-03-19,1173,22.5,160.9,7.29,9.7,Completed
TRIP00062904,LOAD00062904,DRV00011,TRK00108,TRL00100,2024-03-19,2199,35.2,319.6,6.88,10.1,Completed
TRIP00062905,LOAD00062905,DRV00069,TRK00070,TRL00025,2024-03-19,3140,52.5,446.0,7.04,7.6,Completed
TRIP00062906,LOAD00062906,DRV00006,TRK00093,TRL00032,2024-03-19,788,12.2,117.3,6.72,3.5,Completed
TRIP00062907,LOAD00062907,DRV00025,TRK00057,TRL00127,2024-03-19,2145,35.2,336.7,6.37,6.1,Completed
TRIP00062908,LOAD00062908,DRV00061,TRK00097,TRL00126,2024-03-19,691,11.2,94.0,7.35,5.6,Completed
TRIP00062909,LOAD00062909,DRV00133,TRK00078,TRL00118,2024-03-19,691,10.6,117.5,5.88,8.0,Completed
TRIP00062910,LOAD00062910,DRV00054,TRK00060,TRL00024,2024-03-19,2364,44.7,376.4,6.28,10.4,Completed
TRIP00062911,LOAD00062911,DRV00055,TRK00035,TRL00078,2024-03-19,1848,30.1,254.5,7.26,2.6,Completed
TRIP00062912,LOAD00062912,DRV00132,TRK00067,TRL00040,2024-03-19,798,12.4,109.8,7.27,10.4,Completed
TRIP00062913,LOAD00062913,DRV00113,TRK00054,,2024-03-19,1631,29.5,240.6,6.78,8.6,Completed
TRIP00062914,LOAD00062914,DRV00032,TRK00093,TRL00014,2024-03-19,2201,39.7,371.8,5.92,10.9,Completed
TRIP00062915,LOAD00062915,DRV00061,TRK00007,TRL00105,2024-03-19,262,4.8,39.5,6.63,4.3,Completed
TRIP00062916,LOAD00062916,DRV00101,TRK00011,TRL00119,2024-03-19,2487,43.2,405.0,6.14,10.3,Completed
TRIP00062917,LOAD00062917,DRV00084,TRK00031,TRL00170,2024-03-19,1806,28.8,275.7,6.55,11.7,Completed
TRIP00062918,LOAD00062918,DRV00148,TRK00007,TRL00051,2024-03-19,651,10.1,100.3,6.49,7.8,Completed
TRIP00062919,LOAD00062919,DRV00097,TRK00070,TRL00143,2024-03-19,1628,25.8,220.9,7.37,2.7,Completed
TRIP00062920,LOAD00062920,DRV00078,TRK00033,TRL00006,2024-03-19,167,3.0,26.1,6.39,9.6,Completed
TRIP00062921,LOAD00062921,DRV00113,TRK00072,TRL00138,2024-03-20,1073,17.8,146.8,7.31,8.2,Completed
TRIP00062922,LOAD00062922,DRV00088,TRK00061,TRL00064,2024-03-20,2572,43.4,393.9,6.53,2.8,Completed
TRIP00062923,LOAD00062923,DRV00134,TRK00073,TRL00017,2024-03-20,1567,25.0,209.5,7.48,10.0,Completed
TRIP00062924,LOAD00062924,DRV00050,TRK00071,TRL00058,2024-03-20,1500,29.8,241.9,6.2,9.0,Completed
TRIP00062925,LOAD00062925,DRV00099,TRK00064,TRL00170,2024-03-20,593,11.0,95.0,6.24,8.9,Completed
TRIP00062926,LOAD00062926,DRV00061,TRK00024,TRL00099,2024-03-20,169,3.3,29.2,5.79,4.9,Completed
TRIP00062927,LOAD00062927,DRV00148,TRK00025,TRL00161,2024-03-20,1557,29.0,219.0,7.11,8.7,Completed
TRIP00062928,LOAD00062928,DRV00141,TRK00101,TRL00074,2024-03-20,790,13.2,112.7,7.01,7.0,Completed
TRIP00062929,LOAD00062929,DRV00102,TRK00078,TRL00069,2024-03-20,707,11.6,117.8,6.0,4.7,Completed
TRIP00062930,LOAD00062930,DRV00101,TRK00035,TRL00143,2024-03-20,2409,45.2,396.9,6.07,9.9,Completed
TRIP00062931,LOAD00062931,DRV00029,TRK00114,TRL00015,2024-03-20,2763,43.1,437.2,6.32,3.9,Completed
TRIP00062932,LOAD00062932,DRV00110,TRK00057,TRL00154,2024-03-20,550,9.8,76.2,7.22,3.9,Completed
TRIP00062933,LOAD00062933,DRV00129,TRK00068,TRL00012,2024-03-20,2726,48.9,473.3,5.76,11.9,Completed
TRIP00062934,LOAD00062934,DRV00061,TRK00026,TRL00017,2024-03-20,816,16.3,113.5,7.19,7.5,Completed
TRIP00062935,LOAD00062935,DRV00080,TRK00050,TRL00131,2024-03-20,2085,37.3,284.4,7.33,9.4,Completed
TRIP00062936,LOAD00062936,DRV00099,TRK00089,TRL00133,2024-03-20,1278,21.3,180.8,7.07,11.5,Completed
TRIP00062937,LOAD00062937,DRV00074,TRK00107,TRL00083,2024-03-20,1219,22.9,215.4,5.66,10.6,Completed
TRIP00062938,LOAD00062938,DRV00089,TRK00093,TRL00052,2024-03-20,1859,29.2,303.8,6.12,6.0,Completed
TRIP00062939,LOAD00062939,DRV00015,TRK00113,TRL00172,2024-03-20,1305,23.2,179.5,7.27,6.5,Completed
TRIP00062940,LOAD00062940,DRV00129,TRK00103,TRL00032,2024-03-20,2727,49.8,374.6,7.28,7.5,Completed
TRIP00062941,LOAD00062941,DRV00025,TRK00006,TRL00001,2024-03-20,1531,28.4,243.4,6.29,12.0,Completed
TRIP00062942,LOAD00062942,DRV00036,TRK00006,TRL00081,2024-03-20,760,11.7,129.5,5.87,2.6,Completed
TRIP00062943,LOAD00062943,DRV00016,TRK00011,TRL00134,2024-03-20,1125,20.6,168.4,6.68,7.5,Completed
TRIP00062944,LOAD00062944,DRV00013,TRK00008,TRL00091,2024-03-20,1959,32.7,272.8,7.18,2.7,Completed
TRIP00062945,LOAD00062945,DRV00143,TRK00013,TRL00041,2024-03-20,493,7.6,81.1,6.08,2.1,Completed
TRIP00062946,LOAD00062946,DRV00069,TRK00108,TRL00104,2024-03-20,2539,45.0,410.8,6.18,5.0,Completed
TRIP00062947,LOAD00062947,DRV00060,TRK00024,TRL00093,2024-03-20,1398,27.8,220.5,6.34,7.8,Completed
TRIP00062948,LOAD00062948,DRV00063,TRK00041,TRL00146,2024-03-20,2323,37.3,359.0,6.47,4.0,Completed
TRIP00062949,LOAD00062949,DRV00138,TRK00036,TRL00025,2024-03-20,567,9.2,97.6,5.81,2.9,Completed
TRIP00062950,LOAD00062950,DRV00098,TRK00043,TRL00147,2024-03-20,1222,20.2,196.5,6.22,5.7,Completed
TRIP00062951,LOAD00062951,DRV00107,TRK00039,TRL00048,2024-03-20,669,12.6,93.2,7.18,8.6,Completed
TRIP00062952,LOAD00062952,DRV00019,TRK00112,TRL00156,2024-03-20,748,12.5,101.2,7.39,5.1,Completed
TRIP00062953,LOAD00062953,DRV00058,TRK00113,TRL00111,2024-03-20,1279,21.7,179.4,7.13,4.9,Completed
TRIP00062954,LOAD00062954,DRV00105,TRK00065,TRL00027,2024-03-20,867,16.7,116.2,7.46,3.9,Completed
TRIP00062955,LOAD00062955,DRV00141,TRK00115,TRL00098,2024-03-20,94,1.8,13.2,7.13,11.6,Completed
TRIP00062956,LOAD00062956,DRV00109,TRK00086,TRL00113,2024-03-20,1558,27.4,252.5,6.17,10.2,Completed
TRIP00062957,LOAD00062957,DRV00150,,TRL00165,2024-03-20,2274,37.1,333.4,6.82,5.7,Completed
TRIP00062958,LOAD00062958,DRV00128,TRK00078,TRL00155,2024-03-20,2312,41.4,356.8,6.48,6.9,Completed
TRIP00062959,LOAD00062959,DRV00113,TRK00029,TRL00041,2024-03-20,1365,23.9,221.6,6.16,3.9,Completed
TRIP00062960,LOAD00062960,DRV00098,TRK00067,TRL00133,2024-03-20,1212,19.3,163.6,7.41,11.9,Completed
TRIP00062961,LOAD00062961,DRV00022,TRK00011,TRL00050,2024-03-20,2546,43.3,425.8,5.98,9.5,Completed
TRIP00062962,LOAD00062962,DRV00144,TRK00095,TRL00059,2024-03-20,964,16.3,138.3,6.97,8.8,Completed
TRIP00062963,LOAD00062963,DRV00130,TRK00095,TRL00161,2024-03-20,2030,31.3,315.2,6.44,11.5,Completed
TRIP00062964,LOAD00062964,DRV00084,TRK00067,TRL00180,2024-03-20,1280,22.2,201.3,6.36,4.7,Completed
TRIP00062965,LOAD00062965,DRV00022,TRK00014,TRL00026,2024-03-20,2205,43.8,321.0,6.87,3.2,Completed
TRIP00062966,LOAD00062966,DRV00149,TRK00061,TRL00082,2024-03-20,906,15.4,159.5,5.68,6.5,Completed
TRIP00062967,LOAD00062967,DRV00044,TRK00098,TRL00086,2024-03-20,1610,25.3,276.6,5.82,11.2,Completed
TRIP00062968,LOAD00062968,DRV00032,TRK00059,TRL00163,2024-03-20,782,14.2,123.1,6.35,10.5,Completed
TRIP00062969,LOAD00062969,DRV00079,TRK00064,TRL00177,2024-03-20,907,16.7,126.7,7.16,8.2,Completed
TRIP00062970,LOAD00062970,DRV00019,TRK00049,TRL00170,2024-03-20,708,11.8,112.6,6.29,7.6,Completed
TRIP00062971,LOAD00062971,DRV00079,TRK00033,TRL00095,2024-03-20,696,13.2,102.8,6.77,10.1,Completed
TRIP00062972,LOAD00062972,DRV00019,TRK00062,TRL00017,2024-03-20,540,8.4,77.5,6.97,4.1,Completed
TRIP00062973,LOAD00062973,DRV00015,TRK00016,TRL00053,2024-03-20,814,14.9,121.9,6.68,2.2,Completed
TRIP00062974,LOAD00062974,DRV00085,TRK00073,TRL00149,2024-03-20,681,10.9,118.4,5.75,5.7,Completed
TRIP00062975,LOAD00062975,DRV00125,TRK00099,TRL00010,2024-03-20,276,4.6,48.9,5.64,3.4,Completed
TRIP00062976,LOAD00062976,DRV00130,TRK00095,TRL00137,2024-03-20,2158,34.1,288.1,7.49,11.2,Completed
TRIP00062977,LOAD00062977,DRV00117,TRK00076,TRL00111,2024-03-20,844,14.0,121.8,6.93,8.7,Completed
TRIP00062978,LOAD00062978,DRV00143,TRK00083,TRL00037,2024-03-20,2199,38.1,317.8,6.92,2.2,Completed
TRIP00062979,LOAD00062979,DRV00045,TRK00020,TRL00147,2024-03-20,2560,41.6,460.4,5.56,4.6,Completed
TRIP00062980,LOAD00062980,DRV00011,TRK00115,TRL00111,2024-03-20,2351,37.8,360.0,6.53,2.2,Completed
TRIP00062981,LOAD00062981,DRV00059,TRK00052,TRL00001,2024-03-20,1340,21.6,186.1,7.2,2.9,Completed
TRIP00062982,LOAD00062982,DRV00126,TRK00089,TRL00128,2024-03-20,1192,20.4,161.7,7.37,2.2,Completed
TRIP00062983,LOAD00062983,DRV00015,TRK00114,TRL00125,2024-03-20,2704,53.4,439.0,6.16,5.0,Completed
TRIP00062984,LOAD00062984,DRV00053,TRK00036,TRL00059,2024-03-20,1596,27.2,288.6,5.53,4.7,Completed
TRIP00062985,LOAD00062985,,TRK00048,TRL00002,2024-03-20,1528,25.2,242.2,6.31,11.4,Completed
TRIP00062986,LOAD00062986,DRV00146,TRK00112,TRL00081,2024-03-20,1673,29.8,227.6,7.35,7.2,Completed
TRIP00062987,LOAD00062987,DRV00013,TRK00044,TRL00010,2024-03-20,1283,22.3,183.5,6.99,7.0,Completed
TRIP00062988,LOAD00062988,DRV00098,TRK00073,TRL00097,2024-03-20,677,10.5,91.0,7.44,3.8,Completed
TRIP00062989,LOAD00062989,DRV00011,TRK00053,TRL00117,2024-03-20,554,10.9,96.7,5.73,4.5,Completed
TRIP00062990,LOAD00062990,DRV00141,TRK00030,TRL00138,2024-03-20,94,1.6,14.4,6.54,3.7,Completed
TRIP00062991,LOAD00062991,DRV00070,TRK00080,TRL00055,2024-03-20,1742,33.3,233.5,7.46,10.4,Completed
TRIP00062992,LOAD00062992,DRV00058,TRK00073,TRL00101,2024-03-20,1264,21.3,192.7,6.56,8.1,Completed
TRIP00062993,LOAD00062993,DRV00145,TRK00090,TRL00056,2024-03-20,1777,34.7,321.9,5.52,3.0,Completed
TRIP00062994,LOAD00062994,DRV00002,TRK00115,TRL00015,2024-03-20,648,11.7,95.2,6.81,2.9,Completed
TRIP00062995,LOAD00062995,DRV00025,TRK00115,TRL00106,2024-03-20,531,9.0,80.6,6.59,11.6,Completed
TRIP00062996,LOAD00062996,DRV00011,TRK00086,TRL00041,2024-03-20,1608,29.5,233.4,6.89,6.2,Completed
TRIP00062997,LOAD00062997,DRV00102,TRK00060,TRL00122,2024-03-20,2233,37.4,372.2,6.0,9.2,Completed
TRIP00062998,LOAD00062998,DRV00132,TRK00079,TRL00164,2024-03-20,2507,43.2,423.5,5.92,5.8,Completed
TRIP00062999,LOAD00062999,DRV00022,TRK00073,TRL00010,2024-03-21,733,11.5,108.9,6.73,8.8,Completed
TRIP00063000,LOAD00063000,DRV00083,TRK00055,TRL00090,2024-03-21,1292,24.5,200.3,6.45,7.7,Completed
TRIP00063001,LOAD00063001,DRV00117,TRK00016,TRL00101,2024-03-21,893,14.7,155.6,5.74,8.5,Completed
TRIP00063002,LOAD00063002,DRV00037,TRK00065,TRL00061,2024-03-21,1254,20.1,172.7,7.26,5.9,Completed
TRIP00063003,LOAD00063003,DRV00065,TRK00009,TRL00061,2024-03-21,1346,22.3,209.7,6.42,9.6,Completed
TRIP00063004,LOAD00063004,DRV00015,TRK00095,TRL00122,2024-03-21,2160,33.5,312.1,6.92,3.1,Completed
TRIP00063005,LOAD00063005,DRV00041,TRK00001,TRL00148,2024-03-21,2481,43.7,427.8,5.8,10.2,Completed
TRIP00063006,LOAD00063006,DRV00032,TRK00114,TRL00112,2024-03-21,2326,41.2,369.8,6.29,5.6,Completed
TRIP00063007,LOAD00063007,DRV00044,TRK00111,TRL00110,2024-03-21,509,9.1,69.4,7.33,6.3,Completed
TRIP00063008,LOAD00063008,DRV00133,TRK00105,TRL00028,2024-03-21,164,3.0,24.6,6.68,3.4,Completed
TRIP00063009,LOAD00063009,DRV00035,TRK00083,TRL00162,2024-03-21,923,16.2,164.2,5.62,6.7,Completed
TRIP00063010,LOAD00063010,DRV00120,TRK00089,TRL00088,2024-03-21,2555,41.3,398.0,6.42,3.6,Completed
TRIP00063011,LOAD00063011,DRV00033,TRK00060,TRL00084,2024-03-21,2681,45.9,474.5,5.65,8.5,Completed
TRIP00063012,LOAD00063012,DRV00147,TRK00058,TRL00013,2024-03-21,584,9.5,83.3,7.01,11.2,Completed
TRIP00063013,LOAD00063013,DRV00088,TRK00044,TRL00077,2024-03-21,1329,22.2,179.1,7.42,11.0,Completed
TRIP00063014,LOAD00063014,DRV00077,TRK00080,TRL00099,2024-03-21,822,14.2,119.0,6.91,8.6,Completed
TRIP00063015,LOAD00063015,DRV00064,TRK00079,TRL00147,2024-03-21,1352,25.6,233.9,5.78,9.8,Completed
TRIP00063016,LOAD00063016,DRV00085,TRK00044,TRL00083,2024-03-21,552,8.6,80.5,6.86,2.6,Completed
TRIP00063017,LOAD00063017,DRV00025,TRK00108,TRL00160,2024-03-21,1363,24.6,197.5,6.9,11.9,Completed
TRIP00063018,LOAD00063018,DRV00124,TRK00113,TRL00025,2024-03-21,1236,19.9,195.3,6.33,2.2,Completed
TRIP00063019,LOAD00063019,DRV00025,TRK00112,TRL00132,2024-03-21,2287,44.1,390.9,5.85,2.1,Completed
TRIP00063020,LOAD00063020,DRV00099,TRK00108,TRL00178,2024-03-21,2117,35.7,370.1,5.72,4.5,Completed
TRIP00063021,LOAD00063021,,TRK00010,TRL00134,2024-03-21,773,14.8,113.2,6.83,4.9,Completed
TRIP00063022,LOAD00063022,DRV00020,TRK00099,TRL00070,2024-03-21,174,3.0,27.5,6.32,4.6,Completed
