load_id,customer_id,route_id,load_date,load_type,weight_lbs,pieces,revenue,fuel_surcharge,accessorial_charges,load_status,booking_type
LOAD00083027,CUST00150,RTE00041,2024-11-30,Dry Van,32178,3,3790.34,255.36,0,Completed,Spot
LOAD00083028,CUST00012,RTE00013,2024-11-30,Refrigerated,18598,22,1153.19,141.33,75,Completed,Dedicated
LOAD00083029,CUST00145,RTE00042,2024-11-30,Refrigerated,26343,15,5649.68,472.14,150,Completed,Spot
LOAD00083030,CUST00084,RTE00033,2024-11-30,Dry Van,17590,17,450.98,40.08,0,Completed,Contract
LOAD00083031,CUST00050,RTE00006,2024-11-30,Dry Van,40568,3,1322.58,189.0,100,Completed,Dedicated
LOAD00083032,CUST00167,RTE00016,2024-11-30,Dry Van,39838,18,7271.23,463.93,100,Completed,Dedicated
LOAD00083033,CUST00010,RTE00058,2024-11-30,Refrigerated,24988,15,1214.66,98.61,75,Completed,Spot
LOAD00083034,CUST00054,RTE00058,2024-11-30,Dry Van,11077,4,1330.08,98.61,0,Completed,Dedicated
LOAD00083035,CUST00012,RTE00051,2024-11-30,Dry Van,40929,14,3047.15,460.0,200,Completed,Spot
LOAD00083036,CUST00117,RTE00055,2024-11-30,Dry Van,10705,26,3517.09,357.25,50,Completed,Dedicated
LOAD00083037,CUST00026,RTE00005,2024-11-30,Dry Van,10466,15,3800.35,454.74,0,Completed,Spot
LOAD00083038,CUST00096,RTE00036,2024-11-30,Dry Van,35481,3,692.32,86.46,200,Completed,Spot
LOAD00083039,CUST00078,RTE00039,2024-11-30,Refrigerated,17064,28,2093.1,344.52,200,Completed,Dedicated
LOAD00083040,CUST00179,RTE00040,2024-11-30,Refrigerated,35940,28,4680.31,524.7,150,Completed,Dedicated
LOAD00083041,CUST00175,RTE00028,2024-11-30,Dry Van,14801,6,4310.89,564.72,75,Completed,Dedicated
LOAD00083042,CUST00098,RTE00054,2024-11-30,Dry Van,30819,11,3392.28,295.83,100,Completed,Spot
LOAD00083043,CUST00101,RTE00056,2024-11-30,Refrigerated,13801,5,4399.5,309.24,0,Completed,Dedicated
LOAD00083044,CUST00057,RTE00031,2024-11-30,Dry Van,36254,25,1373.51,185.6,150,Completed,Dedicated
LOAD00083045,CUST00102,RTE00002,2024-11-30,Refrigerated,42586,17,1282.79,153.34,150,Completed,Dedicated
LOAD00083046,CUST00040,RTE00022,2024-11-30,Dry Van,23003,21,1037.8,161.53,0,Completed,Contract
LOAD00083047,CUST00116,RTE00041,2024-11-30,Refrigerated,21215,17,2960.94,255.36,75,Completed,Dedicated
LOAD00083048,CUST00054,RTE00021,2024-11-30,Dry Van,39809,21,4832.09,590.24,0,Completed,Dedicated
LOAD00083049,CUST00127,RTE00029,2024-11-30,Refrigerated,37873,25,5523.26,891.82,50,Completed,Dedicated
LOAD00083050,CUST00197,RTE00031,2024-11-30,Refrigerated,17314,13,1553.41,185.6,0,Completed,Contract
LOAD00083051,CUST00184,RTE00020,2024-11-30,Refrigerated,42526,10,3623.83,738.48,0,Completed,Dedicated
LOAD00083052,CUST00192,RTE00049,2024-11-30,Dry Van,33878,23,2050.25,144.0,100,Completed,Dedicated
LOAD00083053,CUST00013,RTE00012,2024-11-30,Dry Van,26408,26,5743.45,453.91,0,Completed,Contract
LOAD00083054,CUST00030,RTE00046,2024-11-30,Dry Van,10801,27,6629.47,499.18,0,Completed,Spot
LOAD00083055,CUST00200,RTE00040,2024-11-30,Refrigerated,40697,15,3586.94,524.7,0,Completed,Dedicated
LOAD00083056,CUST00063,RTE00034,2024-11-30,Dry Van,36777,8,5355.68,792.88,0,Completed,Contract
LOAD00083057,CUST00085,RTE00013,2024-11-30,Refrigerated,28832,19,1179.14,141.33,0,Completed,Dedicated
LOAD00083058,CUST00107,RTE00012,2024-12-01,Dry Van,17410,16,6970.42,453.91,0,Completed,Dedicated
LOAD00083059,CUST00018,RTE00033,2024-12-01,Dry Van,33525,15,404.7,40.08,0,Completed,Contract
LOAD00083060,CUST00181,RTE00002,2024-12-01,Refrigerated,14226,16,1385.65,153.34,75,Completed,Contract
LOAD00083061,CUST00169,RTE00037,2024-12-01,Dry Van,32269,15,4133.62,537.81,150,Completed,Dedicated
LOAD00083062,CUST00079,RTE00039,2024-12-01,Refrigerated,30975,17,2122.32,344.52,200,Completed,Contract
LOAD00083063,CUST00122,RTE00049,2024-12-01,Dry Van,19777,17,2015.83,144.0,0,Completed,Dedicated
LOAD00083064,CUST00193,RTE00012,2024-12-01,Dry Van,38788,7,6267.79,453.91,50,Completed,Spot
LOAD00083065,CUST00173,RTE00014,2024-12-01,Dry Van,29169,13,2493.25,228.76,150,Completed,Contract
LOAD00083066,CUST00053,RTE00002,2024-12-01,Refrigerated,21650,11,1340.47,153.34,0,Completed,Spot
LOAD00083067,CUST00058,RTE00030,2024-12-01,Refrigerated,13740,21,5447.59,708.51,200,Completed,Dedicated
LOAD00083068,CUST00128,RTE00053,2024-12-01,Refrigerated,36432,6,2025.73,209.79,200,Completed,Contract
LOAD00083069,CUST00169,RTE00019,2024-12-01,Refrigerated,19931,23,2995.94,406.72,50,Completed,Spot
LOAD00083070,CUST00068,RTE00022,2024-12-01,Dry Van,18385,10,1096.35,161.53,0,Completed,Dedicated
LOAD00083071,CUST00036,RTE00003,2024-12-01,Refrigerated,35311,28,4800.88,580.87,75,Completed,Contract
LOAD00083072,CUST00098,RTE00042,2024-12-01,Dry Van,13211,22,5402.71,472.14,100,Completed,Dedicated
LOAD00083073,CUST00168,RTE00049,2024-12-01,Dry Van,41117,6,1866.84,144.0,75,Completed,Spot
LOAD00083074,CUST00075,RTE00006,2024-12-01,Refrigerated,19075,24,1596.84,189.0,0,Completed,Dedicated
LOAD00083075,CUST00033,RTE00020,2024-12-01,Refrigerated,26161,11,4252.23,738.48,0,Completed,Dedicated
LOAD00083076,CUST00045,RTE00024,2024-12-01,Refrigerated,33003,12,2664.37,376.0,0,Completed,Dedicated
LOAD00083077,CUST00127,RTE00021,2024-12-01,Refrigerated,33294,9,4943.87,590.24,100,Completed,Spot
LOAD00083078,CUST00144,RTE00037,2024-12-01,Refrigerated,24674,20,4305.32,537.81,150,Completed,Contract
LOAD00083079,CUST00189,RTE00022,2024-12-01,Dry Van,44219,3,1121.86,161.53,50,Completed,Spot
LOAD00083080,CUST00019,RTE00005,2024-12-01,Refrigerated,32109,18,3707.68,454.74,50,Completed,Dedicated
LOAD00083081,CUST00152,RTE00022,2024-12-01,Refrigerated,21349,17,1091.07,161.53,0,Completed,Dedicated
LOAD00083082,CUST00071,RTE00054,2024-12-01,Refrigerated,32467,27,3504.31,295.83,75,Completed,Contract
LOAD00083083,CUST00197,RTE00037,2024-12-01,Dry Van,39038,27,4059.53,537.81,0,Completed,Dedicated
LOAD00083084,CUST00038,RTE00033,2024-12-01,Dry Van,22731,13,439.32,40.08,50,Completed,Dedicated
LOAD00083085,CUST00083,RTE00043,2024-12-01,Refrigerated,21124,7,2720.03,249.44,200,Completed,Dedicated
LOAD00083086,CUST00185,RTE00036,2024-12-01,Refrigerated,17613,25,719.5,86.46,150,Completed,Dedicated
LOAD00083087,CUST00081,RTE00018,2024-12-01,Dry Van,44988,21,1250.42,187.6,50,Completed,Spot
LOAD00083088,CUST00160,RTE00005,2024-12-01,Refrigerated,30530,14,4654.53,454.74,200,Completed,Contract
LOAD00083089,CUST00148,RTE00029,2024-12-01,Refrigerated,36169,24,7191.93,891.82,200,Completed,Contract
LOAD00083090,CUST00164,RTE00033,2024-12-01,Dry Van,34287,14,353.46,40.08,0,Completed,Contract
LOAD00083091,CUST00004,RTE00018,2024-12-01,Dry Van,21898,27,1532.43,187.6,50,Completed,Dedicated
LOAD00083092,CUST00116,RTE00054,2024-12-01,Dry Van,16484,18,2765.54,295.83,0,Completed,Dedicated
LOAD00083093,CUST00182,RTE00002,2024-12-01,Dry Van,43222,17,1280.28,153.34,150,Completed,Dedicated
LOAD00083094,CUST00132,RTE00040,2024-12-01,Refrigerated,17675,3,4513.38,524.7,0,Completed,Dedicated
LOAD00083095,CUST00101,RTE00017,2024-12-01,Dry Van,16452,27,2064.69,384.2,0,Completed,Dedicated
LOAD00083096,CUST00148,RTE00056,2024-12-01,Dry Van,10489,17,4501.1,309.24,150,Completed,Dedicated
LOAD00083097,CUST00041,RTE00041,2024-12-01,Dry Van,20986,9,3773.09,255.36,50,Completed,Spot
LOAD00083098,CUST00049,RTE00011,2024-12-01,Refrigerated,31454,3,998.76,131.28,150,Completed,Contract
LOAD00083099,CUST00168,RTE00043,2024-12-01,Dry Van,18323,14,2615.51,249.44,0,Completed,Spot
LOAD00083100,CUST00003,RTE00006,2024-12-01,Refrigerated,29406,27,1315.72,189.0,0,Completed,Dedicated
LOAD00083101,CUST00135,RTE00012,2024-12-01,Dry Van,22434,10,6472.99,453.91,150,Completed,Contract
LOAD00083102,CUST00129,RTE00024,2024-12-01,Dry Van,13937,8,2962.25,376.0,100,Completed,Contract
LOAD00083103,CUST00105,RTE00016,2024-12-01,Dry Van,11111,7,7735.8,463.93,0,Completed,Spot
LOAD00083104,CUST00046,RTE00012,2024-12-01,Dry Van,27311,23,6802.42,453.91,75,Completed,Contract
LOAD00083105,CUST00154,RTE00038,2024-12-01,Dry Van,14794,19,3807.68,314.64,50,Completed,Spot
LOAD00083106,CUST00002,RTE00040,2024-12-01,Dry Van,30121,21,4429.87,524.7,150,Completed,Contract
LOAD00083107,CUST00053,RTE00056,2024-12-01,Refrigerated,21129,12,4683.73,309.24,75,Completed,Spot
LOAD00083108,CUST00132,RTE00016,2024-12-01,Dry Van,20301,21,6984.14,463.93,200,Completed,Dedicated
LOAD00083109,CUST00041,RTE00055,2024-12-01,Dry Van,27933,28,3491.21,357.25,0,Completed,Dedicated
LOAD00083110,CUST00105,RTE00021,2024-12-01,Dry Van,14367,7,5823.7,590.24,50,Completed,Contract
LOAD00083111,CUST00187,RTE00018,2024-12-01,Dry Van,12441,1,1324.77,187.6,100,Completed,Dedicated
LOAD00083112,CUST00161,RTE00011,2024-12-01,Refrigerated,37916,15,924.79,131.28,100,Completed,Dedicated
LOAD00083113,CUST00155,RTE00056,2024-12-01,Dry Van,15134,9,4400.37,309.24,75,Completed,Spot
LOAD00083114,CUST00082,RTE00034,2024-12-01,Refrigerated,17719,6,5376.98,792.88,75,Completed,Spot
LOAD00083115,CUST00022,RTE00052,2024-12-01,Dry Van,19627,20,1165.15,273.36,200,Completed,Contract
LOAD00083116,CUST00101,RTE00019,2024-12-01,Refrigerated,39906,1,3189.05,406.72,0,Completed,Contract
LOAD00083117,CUST00080,RTE00014,2024-12-01,Refrigerated,18926,23,2688.44,228.76,50,Completed,Spot
LOAD00083118,CUST00130,RTE00042,2024-12-01,Dry Van,44722,23,7135.41,472.14,0,Completed,Dedicated
LOAD00083119,CUST00158,RTE00013,2024-12-01,Dry Van,38271,20,1125.58,141.33,150,Completed,Dedicated
LOAD00083120,CUST00016,RTE00046,2024-12-01,Refrigerated,11841,13,7039.47,499.18,50,Completed,Contract
LOAD00083121,CUST00091,RTE00020,2024-12-01,Refrigerated,29272,13,3374.19,738.48,50,Completed,Contract
LOAD00083122,CUST00148,RTE00028,2024-12-01,Dry Van,42150,18,4446.89,564.72,0,Completed,Dedicated
LOAD00083123,CUST00189,RTE00044,2024-12-01,Refrigerated,19666,26,7949.77,814.37,50,Completed,Spot
LOAD00083124,CUST00031,RTE00018,2024-12-01,Refrigerated,18461,25,1399.98,187.6,200,Completed,Dedicated
LOAD00083125,CUST00163,RTE00024,2024-12-01,Dry Van,33916,20,2942.06,376.0,100,Completed,Spot
LOAD00083126,CUST00070,RTE00019,2024-12-01,Refrigerated,28859,14,3107.79,406.72,0,Completed,Dedicated
LOAD00083127,CUST00173,RTE00042,2024-12-02,Refrigerated,25781,13,5974.68,472.14,50,Completed,Dedicated
LOAD00083128,CUST00002,RTE00003,2024-12-02,Dry Van,25361,15,4471.39,580.87,200,Completed,Dedicated
LOAD00083129,CUST00018,RTE00055,2024-12-02,Dry Van,37058,3,3816.66,357.25,0,Completed,Spot
LOAD00083130,CUST00017,RTE00045,2024-12-02,Dry Van,40200,18,1185.53,137.31,75,Completed,Dedicated
LOAD00083131,CUST00158,RTE00053,2024-12-02,Dry Van,43084,14,1939.54,209.79,75,Completed,Contract
LOAD00083132,CUST00020,RTE00043,2024-12-02,Refrigerated,14298,9,2448.2,249.44,0,Completed,Dedicated
LOAD00083133,CUST00016,RTE00014,2024-12-02,Refrigerated,19837,17,2421.41,228.76,150,Completed,Contract
LOAD00083134,CUST00160,RTE00028,2024-12-02,Refrigerated,38757,21,4116.78,564.72,0,Completed,Spot
LOAD00083135,CUST00138,RTE00027,2024-12-02,Dry Van,20355,25,2443.68,419.43,50,Completed,Spot
LOAD00083136,CUST00067,RTE00003,2024-12-02,Dry Van,25933,10,4988.0,580.87,150,Completed,Contract
LOAD00083137,CUST00038,RTE00004,2024-12-02,Refrigerated,10025,5,3255.1,383.23,100,Completed,Dedicated
LOAD00083138,CUST00051,RTE00036,2024-12-02,Dry Van,18487,21,596.82,86.46,50,Completed,Spot
LOAD00083139,CUST00078,RTE00006,2024-12-02,Refrigerated,38884,22,1361.67,189.0,75,Completed,Spot
LOAD00083140,CUST00085,RTE00024,2024-12-02,Refrigerated,15945,17,2739.28,376.0,50,Completed,Dedicated
LOAD00083141,CUST00107,RTE00034,2024-12-02,Dry Van,20176,5,4779.96,792.88,0,Completed,Spot
LOAD00083142,CUST00140,RTE00049,2024-12-02,Dry Van,10859,3,1867.26,144.0,0,Completed,Spot
LOAD00083143,CUST00163,RTE00033,2024-12-02,Refrigerated,37035,14,386.21,40.08,150,Completed,Contract
LOAD00083144,CUST00113,RTE00042,2024-12-02,Dry Van,13479,27,6942.58,472.14,200,Completed,Spot
LOAD00083145,CUST00149,RTE00057,2024-12-02,Dry Van,36879,27,2095.01,276.3,0,Completed,Spot
LOAD00083146,CUST00160,RTE00016,2024-12-02,Dry Van,17396,20,6962.55,463.93,100,Completed,Dedicated
LOAD00083147,CUST00064,RTE00011,2024-12-02,Refrigerated,22060,21,890.53,131.28,200,Completed,Contract
LOAD00083148,CUST00196,RTE00046,2024-12-02,Dry Van,22770,28,6734.33,499.18,0,Completed,Spot
LOAD00083149,CUST00160,RTE00004,2024-12-02,Refrigerated,37094,8,3433.6,383.23,150,Completed,Dedicated
LOAD00083150,CUST00067,RTE00022,2024-12-02,Refrigerated,33927,14,990.79,161.53,200,Completed,Dedicated
LOAD00083151,CUST00106,RTE00016,2024-12-02,Refrigerated,15057,28,5860.29,463.93,100,Completed,Dedicated
LOAD00083152,CUST00046,RTE00013,2024-12-02,Dry Van,38806,4,1165.22,141.33,0,Completed,Contract
LOAD00083153,CUST00163,RTE00026,2024-12-02,Dry Van,41038,6,3583.42,555.52,200,Completed,Contract
LOAD00083154,CUST00086,RTE00008,2024-12-02,Dry Van,37864,15,1739.6,114.3,75,Completed,Dedicated
LOAD00083155,CUST00133,RTE00027,2024-12-02,Dry Van,11247,19,2453.75,419.43,50,Completed,Dedicated
LOAD00083156,CUST00181,RTE00004,2024-12-02,Refrigerated,40217,20,4211.63,383.23,75,Completed,Dedicated
LOAD00083157,CUST00008,RTE00048,2024-12-02,Refrigerated,21755,28,6947.76,792.88,150,Completed,Contract
LOAD00083158,CUST00072,RTE00036,2024-12-02,Refrigerated,34944,4,707.16,86.46,0,Completed,Spot
LOAD00083159,CUST00196,RTE00004,2024-12-02,Refrigerated,35610,27,3351.95,383.23,0,Completed,Dedicated
LOAD00083160,CUST00070,RTE00036,2024-12-02,Refrigerated,35135,26,629.45,86.46,150,Completed,Spot
LOAD00083161,CUST00156,RTE00019,2024-12-02,Dry Van,26621,6,3035.36,406.72,200,Completed,Dedicated
LOAD00083162,CUST00071,RTE00055,2024-12-02,Dry Van,22937,14,3555.72,357.25,75,Completed,Contract
LOAD00083163,CUST00164,RTE00037,2024-12-02,Dry Van,22718,26,4428.01,537.81,0,Completed,Dedicated
LOAD00083164,CUST00195,RTE00046,2024-12-02,Dry Van,22428,7,6626.68,499.18,50,Completed,Dedicated
LOAD00083165,CUST00119,RTE00042,2024-12-02,Dry Van,32660,15,7003.81,472.14,100,Completed,Dedicated
LOAD00083166,CUST00181,RTE00025,2024-12-02,Refrigerated,18824,27,4991.64,565.38,75,Completed,Contract
LOAD00083167,CUST00032,RTE00020,2024-12-02,Dry Van,20135,17,4323.92,738.48,0,Completed,Contract
LOAD00083168,CUST00111,RTE00046,2024-12-02,Refrigerated,19644,15,5319.29,499.18,50,Completed,Dedicated
LOAD00083169,CUST00159,RTE00035,2024-12-02,Dry Van,10109,7,1964.89,344.12,0,Completed,Dedicated
LOAD00083170,CUST00064,RTE00045,2024-12-02,Refrigerated,22668,1,1580.74,137.31,0,Completed,Spot
LOAD00083171,CUST00054,RTE00028,2024-12-02,Dry Van,39571,12,4324.22,564.72,0,Completed,Dedicated
LOAD00083172,CUST00155,RTE00005,2024-12-02,Dry Van,35388,22,3922.07,454.74,150,Completed,Contract
LOAD00083173,CUST00189,RTE00038,2024-12-02,Refrigerated,43656,26,3735.91,314.64,75,Completed,Dedicated
LOAD00083174,CUST00144,RTE00053,2024-12-02,Refrigerated,11734,25,1837.05,209.79,75,Completed,Spot
LOAD00083175,CUST00187,RTE00002,2024-12-02,Dry Van,16990,4,1441.53,153.34,50,Completed,Dedicated
LOAD00083176,CUST00186,RTE00017,2024-12-02,Refrigerated,40693,20,1933.81,384.2,100,Completed,Dedicated
LOAD00083177,CUST00072,RTE00004,2024-12-02,Dry Van,37113,3,3903.71,383.23,100,Completed,Dedicated
LOAD00083178,CUST00158,RTE00048,2024-12-02,Dry Van,16600,22,5774.72,792.88,50,Completed,Contract
LOAD00083179,CUST00127,RTE00055,2024-12-02,Dry Van,10090,25,3733.66,357.25,100,Completed,Dedicated
LOAD00083180,CUST00147,RTE00044,2024-12-02,Dry Van,12078,23,6057.06,814.37,0,Completed,Dedicated
LOAD00083181,CUST00028,RTE00037,2024-12-02,Dry Van,33988,16,4256.15,537.81,75,Completed,Dedicated
LOAD00083182,CUST00199,RTE00033,2024-12-02,Dry Van,32687,3,432.22,40.08,0,Completed,Dedicated
LOAD00083183,CUST00193,RTE00048,2024-12-02,Refrigerated,27780,6,6127.14,792.88,100,Completed,Contract
LOAD00083184,CUST00071,RTE00007,2024-12-02,Dry Van,14418,13,4423.93,504.32,100,Completed,Contract
LOAD00083185,CUST00179,RTE00045,2024-12-02,Dry Van,26885,3,1242.76,137.31,75,Completed,Dedicated
LOAD00083186,CUST00062,RTE00003,2024-12-02,Dry Van,10659,24,5801.13,580.87,200,Completed,Contract
LOAD00083187,CUST00162,RTE00004,2024-12-02,Dry Van,25295,10,3660.28,383.23,75,Completed,Dedicated
LOAD00083188,CUST00190,RTE00055,2024-12-02,Dry Van,31716,9,3998.59,357.25,50,Completed,Spot
LOAD00083189,CUST00064,RTE00056,2024-12-02,Dry Van,23716,27,3637.96,309.24,0,Completed,Dedicated
LOAD00083190,CUST00194,RTE00022,2024-12-02,Refrigerated,37178,14,988.61,161.53,100,Completed,Contract
LOAD00083191,CUST00178,RTE00012,2024-12-02,Refrigerated,38699,19,6466.85,453.91,150,Completed,Dedicated
LOAD00083192,CUST00182,RTE00045,2024-12-02,Refrigerated,13262,9,1515.27,137.31,150,Completed,Dedicated
LOAD00083193,CUST00017,RTE00044,2024-12-02,Dry Van,16407,5,7976.15,814.37,200,Completed,Spot
LOAD00083194,CUST00122,RTE00053,2024-12-02,Dry Van,16104,4,1589.25,209.79,200,Completed,Spot
LOAD00083195,CUST00184,RTE00019,2024-12-02,Dry Van,22345,6,2557.19,406.72,0,Completed,Contract
LOAD00083196,CUST00186,RTE00056,2024-12-02,Dry Van,14151,4,4562.3,309.24,0,Completed,Dedicated
LOAD00083197,CUST00166,RTE00026,2024-12-02,Dry Van,12973,27,3833.72,555.52,75,Completed,Spot
LOAD00083198,CUST00178,RTE00024,2024-12-02,Refrigerated,13419,17,2910.03,376.0,150,Completed,Dedicated
LOAD00083199,CUST00090,RTE00035,2024-12-02,Refrigerated,21624,17,2099.9,344.12,50,Completed,Dedicated
LOAD00083200,CUST00077,RTE00032,2024-12-02,Dry Van,41451,13,4074.51,451.8,200,Completed,Dedicated
LOAD00083201,CUST00037,RTE00058,2024-12-02,Dry Van,25357,15,1267.99,98.61,200,Completed,Dedicated
LOAD00083202,CUST00054,RTE00027,2024-12-02,Refrigerated,31365,26,2495.43,419.43,50,Completed,Dedicated
LOAD00083203,CUST00111,RTE00048,2024-12-02,Dry Van,16527,24,6791.01,792.88,75,Completed,Dedicated
LOAD00083204,CUST00085,RTE00051,2024-12-02,Refrigerated,16496,26,3505.99,460.0,0,Completed,Contract
LOAD00083205,CUST00129,RTE00009,2024-12-02,Dry Van,22957,2,1731.37,149.26,100,Completed,Dedicated
LOAD00083206,CUST00018,RTE00040,2024-12-02,Refrigerated,24613,20,4532.2,524.7,50,Completed,Dedicated
LOAD00083207,CUST00094,RTE00022,2024-12-02,Refrigerated,17385,26,1219.29,161.53,75,Completed,Dedicated
LOAD00083208,CUST00166,RTE00055,2024-12-02,Refrigerated,36712,28,3775.54,357.25,200,Completed,Contract
LOAD00083209,CUST00092,RTE00035,2024-12-02,Refrigerated,33140,17,2111.24,344.12,100,Completed,Spot
LOAD00083210,CUST00029,RTE00015,2024-12-02,Refrigerated,33277,24,235.67,13.8,200,Completed,Spot
LOAD00083211,CUST00051,RTE00029,2024-12-02,Dry Van,33810,24,7130.22,891.82,200,Completed,Spot
LOAD00083212,CUST00045,RTE00051,2024-12-02,Refrigerated,42058,14,3861.93,460.0,0,Completed,Dedicated
LOAD00083213,CUST00034,RTE00006,2024-12-02,Refrigerated,43281,12,1524.3,189.0,100,Completed,Dedicated
LOAD00083214,CUST00171,RTE00037,2024-12-02,Refrigerated,11466,9,3357.06,537.81,75,Completed,Spot
LOAD00083215,CUST00183,RTE00034,2024-12-02,Refrigerated,40670,8,5176.84,792.88,150,Completed,Dedicated
LOAD00083216,CUST00174,RTE00030,2024-12-02,Refrigerated,44923,7,5180.04,708.51,0,Completed,Contract
LOAD00083217,CUST00032,RTE00021,2024-12-02,Dry Van,12657,23,5300.82,590.24,50,Completed,Dedicated
LOAD00083218,CUST00052,RTE00056,2024-12-02,Dry Van,35247,13,4752.05,309.24,0,Completed,Contract
LOAD00083219,CUST00164,RTE00012,2024-12-02,Dry Van,26381,16,6101.09,453.91,0,Completed,Dedicated
LOAD00083220,CUST00075,RTE00048,2024-12-02,Dry Van,18041,22,6421.87,792.88,50,Completed,Dedicated
LOAD00083221,CUST00073,RTE00002,2024-12-02,Dry Van,41396,21,1261.82,153.34,200,Completed,Contract
LOAD00083222,CUST00129,RTE00036,2024-12-02,Refrigerated,27018,5,620.17,86.46,150,Completed,Dedicated
LOAD00083223,CUST00071,RTE00006,2024-12-02,Dry Van,14463,7,1478.82,189.0,50,Completed,Contract
LOAD00083224,CUST00169,RTE00011,2024-12-02,Refrigerated,19558,2,823.8,131.28,200,Completed,Dedicated
LOAD00083225,CUST00005,RTE00004,2024-12-03,Refrigerated,35391,28,3813.86,383.23,0,Completed,Spot
LOAD00083226,CUST00051,RTE00056,2024-12-03,Refrigerated,16497,20,3642.13,309.24,0,Completed,Dedicated
LOAD00083227,CUST00119,RTE00043,2024-12-03,Dry Van,23201,4,2621.17,249.44,150,Completed,Dedicated
LOAD00083228,CUST00198,RTE00037,2024-12-03,Refrigerated,15085,12,3352.3,537.81,50,Completed,Spot
LOAD00083229,CUST00151,RTE00053,2024-12-03,Dry Van,19023,6,1724.48,209.79,0,Completed,Spot
LOAD00083230,CUST00022,RTE00053,2024-12-03,Dry Van,36976,15,1980.37,209.79,100,Completed,Dedicated
LOAD00083231,CUST00027,RTE00021,2024-12-03,Refrigerated,35686,4,5424.92,590.24,150,Completed,Contract
LOAD00083232,CUST00024,RTE00014,2024-12-03,Refrigerated,41751,14,2337.83,228.76,0,Completed,Spot
LOAD00083233,CUST00169,RTE00051,2024-12-03,Dry Van,19751,21,2950.86,460.0,0,Completed,Spot
LOAD00083234,CUST00092,RTE00013,2024-12-03,Dry Van,19788,8,1166.43,141.33,0,Completed,Dedicated
LOAD00083235,CUST00104,RTE00008,2024-12-03,Dry Van,11154,20,1942.7,114.3,200,Completed,Dedicated
LOAD00083236,CUST00039,RTE00043,2024-12-03,Refrigerated,37365,12,2334.03,249.44,0,Completed,Dedicated
LOAD00083237,CUST00003,RTE00026,2024-12-03,Dry Van,13165,11,3636.12,555.52,0,Completed,Dedicated
LOAD00083238,CUST00021,RTE00050,2024-12-03,Refrigerated,15521,17,1565.36,170.88,75,Completed,Contract
LOAD00083239,CUST00199,RTE00001,2024-12-03,Refrigerated,21486,3,1079.46,128.63,75,Completed,Contract
LOAD00083240,CUST00177,RTE00039,2024-12-03,Dry Van,44284,5,2090.27,344.52,50,Completed,Contract
LOAD00083241,CUST00126,RTE00012,2024-12-03,Dry Van,25159,13,6793.46,453.91,150,Completed,Contract
LOAD00083242,CUST00106,RTE00002,2024-12-03,Dry Van,36250,15,1609.16,153.34,150,Completed,Dedicated
LOAD00083243,CUST00164,RTE00041,2024-12-03,Dry Van,22481,26,2860.18,255.36,0,Completed,Contract
LOAD00083244,CUST00003,RTE00034,2024-12-03,Dry Van,20255,22,4852.79,792.88,100,Completed,Dedicated
LOAD00083245,CUST00200,RTE00036,2024-12-03,Refrigerated,40042,13,661.37,86.46,150,Completed,Spot
LOAD00083246,CUST00043,RTE00023,2024-12-03,Dry Van,35988,11,3201.69,216.92,100,Completed,Dedicated
LOAD00083247,CUST00125,RTE00047,2024-12-03,Refrigerated,43479,11,901.17,76.16,0,Completed,Contract
LOAD00083248,CUST00144,RTE00024,2024-12-03,Refrigerated,11159,15,2554.28,376.0,0,Completed,Spot
LOAD00083249,CUST00056,RTE00019,2024-12-03,Refrigerated,19849,17,2928.85,406.72,50,Completed,Spot
LOAD00083250,CUST00104,RTE00019,2024-12-03,Dry Van,32740,2,3270.85,406.72,150,Completed,Dedicated
LOAD00083251,CUST00082,RTE00016,2024-12-03,Dry Van,44924,23,6729.03,463.93,0,Completed,Spot
LOAD00083252,CUST00141,RTE00019,2024-12-03,Dry Van,16671,11,3290.13,406.72,150,Completed,Dedicated
LOAD00083253,CUST00095,RTE00053,2024-12-03,Refrigerated,35113,13,1921.08,209.79,75,Completed,Spot
LOAD00083254,CUST00083,RTE00035,2024-12-03,Refrigerated,14936,11,1797.69,344.12,75,Completed,Dedicated
LOAD00083255,CUST00103,RTE00015,2024-12-03,Refrigerated,25532,4,230.68,13.8,0,Completed,Spot
LOAD00083256,CUST00009,RTE00056,2024-12-03,Refrigerated,35476,9,4758.31,309.24,150,Completed,Contract
LOAD00083257,CUST00036,RTE00031,2024-12-03,Refrigerated,24055,14,1593.1,185.6,100,Completed,Dedicated
LOAD00083258,CUST00107,RTE00023,2024-12-03,Dry Van,38206,17,2650.28,216.92,0,Completed,Dedicated
LOAD00083259,CUST00095,RTE00056,2024-12-03,Dry Van,36856,9,3957.26,309.24,75,Completed,Dedicated
LOAD00083260,CUST00073,RTE00003,2024-12-03,Refrigerated,39192,4,4980.5,580.87,150,Completed,Spot
LOAD00083261,CUST00044,RTE00014,2024-12-03,Dry Van,21936,26,2764.65,228.76,100,Completed,Contract
LOAD00083262,CUST00121,RTE00058,2024-12-03,Refrigerated,37698,13,1191.28,98.61,150,Completed,Contract
LOAD00083263,CUST00107,RTE00018,2024-12-03,Dry Van,25735,20,1540.72,187.6,0,Completed,Contract
LOAD00083264,CUST00002,RTE00005,2024-12-03,Dry Van,39094,7,4653.76,454.74,150,Completed,Spot
